ITEM;CEST;NCM/SH;DESCRIÇÃO
20;2400200;3206;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 32061119
30;2400300;3204;Corantes para aplicação em bases, tintas e vernizes
30;2400300;32050000;Corantes para aplicação em bases, tintas e vernizes
30;2400300;3206;Corantes para aplicação em bases, tintas e vernizes
30;2400300;3212;Corantes para aplicação em bases, tintas e vernizes 
10;2500100;87021000;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³
20;2500200;87029090;Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³
30;2500300;87032100;Automóveis com motor explosão, de cilindrada não superior a 1000 cm³
40;2500400;87032210;Automóveis com motor explosão, de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular
50;2500500;87032290;Outros automóveis com motor explosão, de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular
60;2500600;87032310;Automóveis com motor explosão, de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida
70;2500700;87032390;Outros automóveis com motor explosão, de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida
80;2500800;87032410;Automóveis com motor explosão, de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida
90;2500900;87032490;Outros automóveis com motor explosão, de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida
100;2501000;87033210;Automóveis com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário
110;2501100;87033290;Outros automóveis com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário
120;2501200;87033310;Automóveis com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário
130;2501300;87033390;Outros automóveis com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário
140;2501400;87042110;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
150;2501500;87042120;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
160;2501600;87042130;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
170;2501700;87042190;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas
180;2501800;87043110;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
190;2501900;87043120;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
200;2502000;87043130;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas
210;2502100;87043190;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas
10;2600100;8711;Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais
10;2700100;7009;Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo
20;2700200;7013;Objetos de vidro para serviço de mesa ou de cozinha
30;2700300;70133700;Outros copos, exceto de vitrocerâmica
40;2700400;70134290;Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica
10;2800100;33030010;Perfumes (extratos)
20;2800200;33030020;Águas-de-colônia
30;2800300;33041000;Produtos de maquiagem para os lábios
40;2800400;33042010;Sombra, delineador, lápis para sobrancelhas e rímel
50;2800500;33042090;Outros produtos de maquiagem para os olhos
60;2800600;33043000;Preparações para manicuros e pedicuros
70;2800700;33049100;Pós para maquiagem, incluindo os compactos
80;2800800;33049910;Cremes de beleza, cremes nutritivos e loções tônicas
90;2800900;33049990;Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antisolares e os bronzeadores
100;2801000;33049990;Preparações antisolares e os bronzeadores
110;2801100;33051000;Xampus para o cabelo
120;2801200;33052000;Preparações para ondulação ou alisamento, permanentes, dos cabelos
130;2801300;33059000;Outras preparações capilares
140;2801400;33059000;Tintura para o cabelo
150;2801500;33071000;Preparações para barbear (antes, durante ou após)
160;2801600;33072010;Desodorantes corporais e antiperspirantes, líquidos
170;2801700;33072090;Outros desodorantes corporais e antiperspirantes
180;2801800;33079000;Outros produtos de perfumaria ou de toucador preparados
190;2801900;33079000;Outras preparações cosméticas
200;2802000;34011190;Sabões de toucador, em barras, pedaços ou figuras moldadas
210;2802100;34011900;Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes
220;2802200;34012010;Sabões de toucador sob outras formas
230;2802300;34013000;Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
240;2802400;48182000;Lenços de papel, incluindo os de desmaquiar
241;2802401;48182000;Toalhas de mão
250;2802500;82141000;Apontadores de lápis para maquiagem
251;2802501;82141000;Espátulas, abre-cartas e raspadeiras
252;2802502;82141000;Lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis
260;2802600;82142000;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)
270;2802700;96032900;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas
271;2802701;96032900;Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes, outros
280;2802800;96033000;Pincéis para aplicação de produtos cosméticos
281;2802801;96033000;Pincéis e escovas, para artistas e pincéis de escrever
290;2802900;96161000;Vaporizadores de toucador, suas armações e cabeças de armações
300;2803000;96162000;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
310;2803100;42021;Malas e maletas de toucador
320;2803200;9615;Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes
330;2803300;39233000;Mamadeiras
330;2803300;39249000;Mamadeiras
330;2803300;39241000;Mamadeiras
330;2803300;40149090;Mamadeiras
330;2803300;70102000;Mamadeiras
340;2803400;40149090;Chupetas e bicos para mamadeiras e para chupetas
350;2803500;12119090;Outras plantas e partes, para perfumaria, medicina e semelhantes
360;2803600;39262000;Vestuário e seus acessórios, de plásticos, inclusive luvas
370;2803700;39264000;Estatuetas e outros objetos de ornamentação, de plásticos
380;2803800;39269090;Outras obras de plásticos
390;2803900;42022210;Bolsas de folhas de plástico
400;2804000;42022220;Bolsas de matérias têxteis
410;2804100;42022900;Bolsas de outras matérias
420;2804200;42023900;Artigos de bolsos/bolsas, de outras matérias
430;2804300;42029200;Outros artefatos, de folhas de plásticos ou matérias têxteis
440;2804400;42029900;Outros artefatos, de outras matérias
450;2804500;48192000;Caixas e cartonagens, dobráveis, de papel/cartão, não ondulados
460;2804600;48194000;Outros sacos, bolsas e cartuchos, de papel ou cartão
470;2804700;48211000;Etiquetas de papel ou cartão, impressas
480;2804800;49111090;Outros impressos publicitários, catálogos comerciais e semelhantes
490;2804900;61159900;Outras meias de malha de outras matérias têxteis
500;2805000;62171000;Outros acessórios confeccionados, de vestuário
510;2805100;63026000;Roupas de toucador/cozinha, de tecidos atoalhados de algodão
520;2805200;63079090;Outros artefatos têxteis confeccionados
530;2805300;65069900;Chapéus e outros artefatos de outras matérias, exceto de malha
540;2805400;95059000;Artigos para outras festas, carnaval ou outros divertimentos
550;2805500;Capítulo 33;Produtos destinados à higiene bucal
560;2805600;Capítulos 33 e 34;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo
570;2805700;Capítulos 14; 39, 40, 44, 48, 63, 64, 65, 67, 70, 82, 90 e 96,Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
580;2805800;Capítulos 39; 42, 48, 52, 61, 71, 83, 90 e 91,Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
590;2805900;Capítulos  61; 62 e 64,Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes
600;2806000;Capítulos 42; 52, 55, 58, 63 e 65,Outros artigos de vestuário em geral, exceto os relacionados no item anterior
610;2806100;Capítulos 39; 40, 52, 56, 62, 63, 66, 69, 70, 73, 76, 82, 83, 84, 91, 94 e 96,Artigos de casa
620;2806200;Capítulos 13 e 15 a 23;Produtos das indústrias alimentares e bebidas
630;2806300;Capítulos 22; 27, 28, 29, 33, 34, 35, 38, 39, 63, 68, 73, 84, 85 e 96,Produtos de limpeza e conservação doméstica
640;2806400;Capítulos 39; 49, 95, 96,Artigos infantis
9990;2899900; ;Outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo
10;2800100;33030010;Perfumes (extratos)
20;2800200;33030020;Águas-de-colônia
30;2800300;33041000;Produtos de maquiagem para os lábios
40;2800400;33042010;Sombra, delineador, lápis para sobrancelhas e rímel
50;2800500;33042090;Outros produtos de maquiagem para os olhos
60;2800600;33043000;Preparações para manicuros e pedicuros
70;2800700;33049100;Pós para maquiagem, incluindo os compactos
80;2800800;33049910;Cremes de beleza, cremes nutritivos e loções tônicas
90;2800900;33049990;Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antisolares e os bronzeadores
100;2801000;33049990;Preparações antisolares e os bronzeadores
110;2801100;33051000;Xampus para o cabelo
120;2801200;33052000;Preparações para ondulação ou alisamento, permanentes, dos cabelos
130;2801300;33059000;Outras preparações capilares
140;2801400;33059000;Tintura para o cabelo
150;2801500;33071000;Preparações para barbear (antes, durante ou após)
160;2801600;33072010;Desodorantes corporais e antiperspirantes, líquidos
170;2801700;33072090;Outros desodorantes corporais e antiperspirantes
180;2801800;33079000;Outros produtos de perfumaria ou de toucador preparados
190;2801900;33079000;Outras preparações cosméticas
200;2802000;34011190;Sabões de toucador, em barras, pedaços ou figuras moldadas
210;2802100;34011900;Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes
220;2802200;34012010;Sabões de toucador sob outras formas
230;2802300;34013000;Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
240;2802400;48182000;Lenços de papel, incluindo os de desmaquiar
250;2802500;82141000;Apontadores de lápis para maquiagem
260;2802600;82142000;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)
270;2802700;96032900;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas
280;2802800;96033000;Pincéis para aplicação de produtos cosméticos
290;2802900;96161000;Vaporizadores de toucador, suas armações e cabeças de armações
300;2803000;96162000;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
310;2803100;42021;Malas e maletas de toucador 
320;2803200;9615;Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes 
330;2803300;39233000;Mamadeiras 
330;2803300;39249000;Mamadeiras 
330;2803300;39241000;Mamadeiras 
330;2803300;40149090;Mamadeiras 
330;2803300;70102000;Mamadeiras 
340;2803400;40149090;Chupetas e bicos para mamadeiras e para chupetas 
350;2803500;Capítulos 33 e 34;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo
360;2803600;Capítulos 44; 64, 65, 82, 90 e 96,Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo
370;2803700;Capítulos 39; 42, 48, 71, 83, 90 e 91,Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados)
380;2803800;Capítulos 61; 62 e 64,Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes
390;2803900;Capítulos 42; 52, 55, 58, 63 e 65,Outros artigos de vestuário em geral, exceto os relacionados no item anterior
400;2804000;Capítulos 39; 40, 56, 63, 66, 69, 70, 73, 82, 83, 84, 91, 94, 96,Artigos de casa
410;2804100;Capítulos 13 e 15 a 23;Produtos das indústrias alimentares e bebidas
420;2804200;Capítulo 33;Produtos destinados à higiene bucal
430;2804300;Capítulos 22; 27, 28, 29, 33, 34, 35, 38, 39, 63, 68, 73, 84, 85 e 96,Produtos de limpeza e conservação doméstica
440;2804400;Outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo
